;Texto;Valor
344; URGENTE: TSE determina que redes sociais derrubem postagens do cantor Latino contra Luiz Inácio Lula da Silva.;2
345;BOLSONARO COLOCOU 33 MILHÕES DE BRASILEIRO EM JEJUM, SEM A CONVOCAÇÃO DA MICHEQUE!!!;2
346;A Denúncia Irresponsável Da UOL Sobre Bolsonaro Autor: Stephen Kanitz A manchete de 51 casas compradas com dinheiro vivo é falsa, é um atentado à Democracia, e pode selar essa eleição do Lula. A declaração de bens do Bolsonaro mostra um patrimônio contábil de 2,6 milhões .;0
347;"Ainda bem que foram ""só"" 107 imóveis adquiridos depois de ingressar na política, né? Imaginem se Bolsonaro visitasse um ap com a Micheque para comprar ou freqüentasse um sítio de seus amigos nos finais de semana?";0
348;Daqui a um mês estaremos bebendo emocionados, comemorando a vitória de Lula! O Brasil vai voltar a ser feliz e esse dia está chegando;0
349;Propaganda da primeira dama não pode! Você mudará seu voto em Bolsonaro por causa disso?;2
350;Ações de Ciro depois de repercussão sobre sua fala mal colocada: 4 postagens falando sobre o assunto e se desculpando pelas palavras colocadas. Ações do Lula depois de naturalizar lavar louça como coisa de mulher:.... Gado petista com Ciro: Gado petista com Lula:;1
351;Eu voto no Lula desde 1989 . sou Lula com muito orgulho . já tenho 70 anos . enquanto eu viver meu voto e do Lula sempre PT .;1
352;Bolsonaro sancionou mais de 60 leis de apoio a mulher! #BolsonaroNaRedeTV;1
353;lula;1
354;Ciro tá crescendo muito nos últimos dias, tudo caminha pra uma coisa: Lula e Bolsonaro não estarão juntos no segundo turno (e sim vai ter segundo turno). Nosso voto no Ciro agora é mais que necessário! #CiroNaCNN;1
355;Olha o tanto que Bolsonaro tinha pra falar dos feitos e das propostas! Definitivamente tem pessoas e emissoras q torcem contra o Brasil.  #BolsonaroNaRedeTV;0
356;194-Esses dias vi um video do Paulo Guedes em um seminário dizendo que oq ele ensinou a Bolsonaro sobre liberalismo, o Jair ensinou ele sobre patriotismo. Achei muito maneiro, um acadêmico liberal, que tinha tudo pra ser arrogante, reconhecer que não só ensinou, mas q tbm aprendeu.;0
357;Um eleitor do Lula jogou um objeto em Bolsonaro, enquanto o presidente estava pilotando durante uma motociata. Você não vai ver a Vera Magalhães preocupada com a democracia.;0
358;Nas manchetes do JN, Nada do escândalo imobiliário da familicia. Ah, se fosse o Lula.;0
359;Se dependesse da população que recebe até 2 salários mínimos, Lula estaria eleito em 1º turno. Se dependesse dos empresários, Bolsonaro estaria eleito no 1º turno. Não é a favela que tem dificuldades em compreender questões econômicas.;1
360;Sérgio Moro, o paladino da justiça, não deu um pio sobre os 107 imóveis da família Bolsonaro. Mas voltou a bater no Lula por estar livre do caso do triplex.;0
361;Se Bolsonaro teve 3780% + 1 de votos válidos e considerando que o Nordeste em sua maioria deixará de votar em Lula ,onde Lula vai tirar votos para vencer no primeiro turno??? Ou a matemática deixou de ser exata ou é alguma mágica;1
362;Quem quiser ver Bolsonaro agonizar em praça pública com o auxílio, entra lá no face agora e fica de olho na minha live! Vai ser o tiro de misericórdia no safado;1
363;"Em 2021, a campanha ""Renda Básica Que Queremos"" puxada por movimentos sociais e os movimentos negros do BR, reuniu milhares de assinaturas por um auxílio emergencial de R$600. Hoje, Bolsonaro que tinha prometido esse valor p/ o Auxílio Brasil em 2023, entrega R$405. Desumano!";0
364;Orçamento de 2023: -Salário mínimo sem aumento real -Tabela do IR congelada -Auxílio no valor de R$400,00 Bolsonaro não governa para os pobres nem para a classe média. Só agrada ao 1% de cima. Se você ainda vota nele, ou é rico ou trouxa.;1
365;TODOS OS CANDIDATOS DO BOLSONARO SUBIRAM NAS PESQUISAS ESTADUAIS... MAS O BOLSONARO NÃO SOBE NA NACIONAL KKKKKKKKKKKK;0
366;Haddad, é líder igual Lula da Silva, é para os institutos sem credibilidade, ganha quem dá mais.São Paulo é Tarcísio,como o Brasil é Bolsonaro, anotem aí. Não queremos ratos administrando o Brasil novamente.O Brasil é do Senhor Jesus Cristo.;2
367;candidato lula, como o senhor pretende abaixar o preço do ingresso pro show de arctic monkeys?;0
368;Após a matéria do Estadão, ver a Simone Tebet falar de orçamento secreto, vai ser tipo o Lula falando sobre combate a corrupção.;0
369;"A maior prova que Bolsonaro faz parte do sistema e que seu discurso ""anti-sistema"" é marketing para trouxa, é ele ter adquirido 107 imóveis, metade deles com dinheiro vivo, e nada acontece, feijoada. O Lula, por ter visitado um triplex, teve a vida devastada.";0
370;É verdade que Lula da Silva deixou a Janja para trás?;2
371;"Luciano Hang ser financiador de atos golpistas e do gabinete do ódio  é como a familia Bolsonaro ter participação no assassinato de Marielle e Anderson. Todo mundo sabe, mas falta a ""vontade"" de concluir a investigação.";0
372;LULA QUER MUDAR AS REGRAS DO DEBATE. ABAIXO AS EXIGÊNCIAS DO EX PRESIDIÁRIO: WILLIAN BONNER DE MEDIADOR E PERGUNTAS FEITAS POR FELIPE NETO, ANITA, JULIETTE E GIL DO VIGOR.;0
373;Não basta aos influenciadores declarar voto em Lula para ficar bem diante do fascismo nessa quadra terrível da nossa história. É preciso fazer campanha, transformar esses 30 dias em uma luta incessante pela salvação do Brasil. É agora ou nunca e todo esforço deve ser intenso.;0
374;Dizem que 55% das publicações pró-Bolsonaro são feitas por robôs. Se você apoia o presidente Bolsonaro e não é um robô , RT, curte e comenta 22!;2
375;*Ciro respira* Petistas: Não gosto do jeito que Ciro respira, olha só como o Ciro respira igualzinho ao Bolsonaro. Tem que investigar porque fizeram um pacto.;0
376;Lula ontem, foi estrategista.;1
377;Força, Lula! Vamos pra cima do miliciano! #DebateNaBand;0
378;Bolsonaro: Loola vai ser entrevistado sem o cabo eleitoral dele, Bonner. Ui!;2
379;Como vai ser esse debate? Candidatos esquerdistas derramando MENTIRAS tentando enganar o povo brasileiro e Jair Bolsonaro falando as VERDADES que o povo precisa saber. Traz a pipoca!!!;2
380;Iiiiiih parece que a produção da Band voltou o Lula pro lugar dele, vai ficar do lado do Pangaré;0
381;lula tem sol, ascendente e mercúrio em escorpião. vênus e júpiter em libra. lua, marte e saturno em câncer.;1
382;Quero ver se algum candidato vai ter coragem de perguntar sobre os casos de corrupção da família Bolsonaro? Vão perguntar dos imóveis comprados em dinheiro vivo? Dos cheques que Queiroz depositou para Michelle? O assunto sempre tirou Bolsonaro do sério. #DebateNaBand #DebatenoUOL;2
383;Lula e Bolsonaro pediram pra mudar de lugar pra o povo não descobrir que são amiguinhos. #CiroNaBand;0
384;Já estou pronta para ver o @fdavilaoficial jantando o Lula, como o @ViniciusPoit jantou o Haddad  #DebateNaBand;0
385; #Brasil - Rio de Janeiro:  Bolsonaro 46%  Lula 37% - Atlasintel;1
386;Bolsonaro é o ponto de equilíbrio entre Juliana Bonde e Cássia Kiss.;1
387;Depois que o descondenado, ex-presidiário, atacou o Agronegócio, recebeu uma nota de repúdio: “mentiroso, malandro, desonesto e comunista”. Para a Associação Brasileira dos Criadores de Zebu, Lula “mentiu ao induzir e afirmar que os produtores são ‘a favor do desmatamento’”.;0
388;Petistas falando que vão voltar a comer carne quando o Lula ganhar. E o Lula falando mal do agronegócio , será de onde que eles acham que vem a carne????;0
389;Eu falando que vou votar no Ciro e a pessoa insinuando que eu sou minion... Só pq não voto no Lula sou minion? Povo tá perdendo a noção. Para de idolatrar político, pelo amor de God.;1
390; PESQUISA PRESIDENCIAL NO ESTADO DE MINAS GERAIS (MG) - INSTITUTO ATLAS, DE 20/08 A 24/08: Lula (PT): 44,5% Bolsonaro (PL): 41,9% Ciro (PDT): 6,9% Tebet (MDB): 2,5% • 2,6% B/N/NS/NR • Margem de erro: 2,0 pp.;1
391;Imagina no debate, quando o apresentador perguntar ao Lula pra quem ele vai fazer a pergunta e o Lula responder que é para o Bozo. A Tchutchuca do Centrão é capaz de simular outra fakeada no local.;1
392;Dúvida: tinha papel voador na “entrevista” do Lula no JN?;0
393;Mesmo com toda a mídia tentando passar pano e empurrar o Lula goela abaixo, o assunto do dia é Bolsonaro. 22 é 22;0
394;"A Globo quer que a grande massa (o povão) volte a bancar seus privilégios e suas contas. Eles não odeiam Bolsonaro; eles odeiam ficar sem dinheiro. Fim!!";2
395;pensando sinceramente em votar no ciro ao inves do lula, to confusa;0
396;Sobre meu voto no Ciro, sempre votei nele por ser o único a favor de uma reforma fiscal profunda e a regulamentação do Imposto sobre Grandes Fortunas. Lula foi presidente e nunca realizou essas medidas, mesmo que digam que possa ser utópico, vou votar no que acredito ser o certo.;1
397;Lula chuta essa milícia logo. Vamos recuperar o orgulho do nosso país;0
398;"Não existe 'fome pra valer' no Brasil, afirma Bolsonaro em podcast de fisiculturismo; Mais cedo, presidente já havia declarado que não se vê, no Brasil, pessoas 'pedindo pão no caixa da padaria' (Globo)";1
399;Lula pedindo em rede nacional para que votem em deputados de esquerda, ele precisa de BASE PARLAMENTAR pra mudar o Brasil!!;0
400;o lula fica À VONTADE sendo confrontado! isso é herança de militância em sindicato!;1
401;Roubar por roubar todos roubam kkkkkk sou #LULA e fodase sua opinião rs;2
402;O Bonner tá sabendo do PT mais do que o Lula em  kkkkkkkkk;0
403;Eu simplesmente não consigo ouvir o Lula falar. Bizarro.;1
404;ELE CHAMANDO O BOLSONARO DE BOBO DA CORTE UAAAR;2
405;Audiência do Ciro Gomes no Jornal Nacional: 25,9% Audiência do PR Bolsonaro 87%;0
406;Quem autorizou busca e apreensão contra empresários críticos do Lula foi um ex-secretário de governo do vice do Lula. É só esse o tuíte.;0
407;Ontem Ciro manda bem no JN e repercute pra caralho. Hoje bolsonaro diz q não vai em debate. Coincidência? Tirem suas conclusões!;0
408;"Quando a pessoa se refere ao Lula como ""Nine"" ou ""Nove dedos"" eu ja sei que ela tem meio ou nenhum cérebro.";1
409;"Há alguns anos cristãos e cristãs que não votam em Bolsonaro estão sendo expulsos de igrejas, demitidos de trabalho, proibidos da comunhão, excluídos da família e amaldiçoados pelo ""povo de Deus"". Voltem a Deus, irmãos!! Jesus é o cabeça da Igreja e ganhar almas a nossa missão!";2
410;Bolsonaro conseguiu atingir o objetivo ao colocar as Forças Armadas num protagonismo que não existe na ordem constitucional. As reuniões de Alexandre de Moraes e Augusto Aras com a cúpula militar reforçaram a interferência indevida e estimularam os defensores do golpe de Estado.;2
411;Eu teria vergonha de votar em Lula ou Bolsonaro, tendo o Ciro Gomes a disposição.;1
412;O Ciro é muito inteligente vey… como que bota no Bolsonaro e no lula tendo ele???;1
413;Ciro faz homenagem a Doria por sua postura de defender e viabilizar a vacina. O tucano foi o grande antagonista de Bolsonaro na pandemia #OGlobonasEleicoes;2
414;Ciro bate em Bolsonaro: lembra os absurdos do despresidente na gestão da pandemia. #CiroNoJN;2
415;Ciro vai bem ao se apresentar como alternativa à polarização entre Lula e Bolsonaro. Eu sirvo ao povo brasileiro, anuncia Ciro. Mostra-se sóbrio e simpático com Bonner e Renata Vasconcellos. #OGlobonasEleicoes;1
416;Lula e Bolsonaro todas perguntas são sobre escândalos, sobretudo de corrupção. Só com Ciro é possível fluir um papo sobre proposta. O cara é disparado o melhor. #CiroNoJN;0
417;bolsonaro fala, fala, fala e não diz absolutamente NADA;2
418;Candidato é o caralh@! Jair Bolsonaro é o Presidente da República!;2
419;Isso que está acontecendo no Jornal Nacional não é uma entrevista com o Bolsonaro e sim um espaço de tempo pra ele mostrar o quanto é burro, imbecil e mentiroso.;0
420;"""O trator não tá derrubando arvore na Amazônia. Tá derrubando arvore... na area permi.. ninguém determina o que é legal o que não é. O brasil é muito grande"" Bolsonaro, Jair.";2
421;Bolsonaro na @tvglobo .... Bonner: mas qual o propósito candidato? Bolsonaro: cumprir a lei. E Bonner insiste: mas a quem interessa não queimar trator que desmata Amazônia? Bolsonaro: cumprir a lei! Kkkkkk #BolsonaroReeleitoEm2022;2
422;o único motivo pra eu perder meu tempo ouvindo bolsonaro falar é pq eu sei os fechos que ele vai levar da Renata e do Bonner;0
423;a dicção do bolsonaro eh absurdamente ruim mlk parece que tem tourette e ta tentando mastigar a propria lingua enquanto fala;0
424;Tem medo de Lula fechar igrejas, mas ninguem fala das empresas que fechou Bolsonaro!!! Bolsonaro fechou as fábricas da Ford, LG, Roche, Mercedes-Benz, Audi, Sony, Eli Lilly, L’Occitane, Walmart, Forever 21, Wendy's e mais de 500 mil outras empresas.;2
425;Moraes dá 7 dias para Bolsonaro se manifestar sobre ação de Ciro Gomes. O nome disso é: DESESPERO.;2
426;Lula defende os livros, as mulheres e a honestidade. É o favorito disparado entre os cínicos.;1
427;Saudades de quando os colunistas de economia ficavam alarmados com impacto de renúncias fiscais no orçamento. Bolsonaro tá abrindo um ROMBO nas contas da União e dos estados pra não precisar mexer na política de preços da Petrobras e tá todo mundo caladinho.;1
428;Lula da Silva não poderia estar solto. Esse é o post!;2
429;Quero ver se o Lula vai ser HOMEM pra pisar em Barretos!;0
430;Quem tá com Lula comenta aí ESTOU COM LULA;1
431;"1. Um aluno afirmou (no trabalho oral de Direito) q Bolsonaro apoiou pautas de Dir. Humanos e combateu a COVID-19. Deixei q ele falasse sem intervir... Ao final, eu disse: ""vc gostaria de refazer o trabalho?"" Ele indagou: por que? Respondi: ""pq vc tirou ZERO por mentir"". (+)";1
432;O evento do Lula em São Paulo FACRASSOU de novo?;0
433;Volto a dizer, Lula não vai até o fim da campanha;2
434;meu sonho: quebra de protocolo na posse, lula recebe a faixa, põe em dilma e depois recebe dela a faixa de volta.;1
435;O cara diz que torce pro Corinthians, mas apoia o bolsonaro hahahhahahhahahha Não conhece a história do próprio clube...;0
436;Sou totalmente contra Lula recusar convites de sabatinas e debates, menos o da Jovem Klan;2
437;Roberto Jefferson foi impugnado Lula condenado por mais de 30 juízes tá de boa;1
438;Teve reunião entre o PT e Globo para organizar as perguntas que serão feitas nas sabatinas de Lula e Bolsonaro?;1
439;Lula declina do convite da Jovem Pan para participar de sabatina entre os candidatos à Presidência da República. Amarelou, fugiu da raia! #LulaLadraoSeuLugarENaPrisao;2
440;O Mamateiro Mainardi se aposentou pra não ter que ver Moro fazendo campanha e falando que esta fechado com Bolsonaro para lutar contra o Lula.;0
441;Moraes enviou hoje pedido para PROCURADORIA GERAL DA REPÚBLICA, INDICIAR BOLSONARO. Visando impugnação da sua reeleição. O Jogo de cartas marcadas já começou. Vamos aguardar, porém acredito acredito não ser inteligente por parte do STE e STF, querer tirar BOLSONARO no grito!;2
442;A cloroquina é indicada para o tratamento de malária. Bolsonaro insistiu que o remédio servia para Covid. Não servia. Não serve. Resultado: agora, segundo a Folha, está faltando cloroquina para indígenas que sofrem com a malária. Talvez o objetivo do genocida fosse esse;2
443;DataFolha minha filha, o único 51% que o Lula tem está dentro da garrafinha de água!!;2
444;Evento do Lula só tem sindicalista mamateiro;0
445;Agora vai. Depois de zerar impostos de jet ski e balão dirigível, agora Bolsonaro zerou o imposto de whey protein. Impostos sobre cesta básica estão mantidos. Os pobres que lutem.;1
446;sim lula é cachaceiro e está bebendo 51 51% dos votos válidos na última DataFolha;2
447;"Se Bolsonaro vencer no primeiro turno, eu peço que prendam os diretores das Agências de Checagens e dos Institutos de Pesquisas ""....desse país...""";1
448;Na Globo News os comentaristas não estão analisando as pesquisas, mas analisando o que o bosonaro deve fazer para impedir Lula de vencer no 1°turno. Disfarcem um pouco, galera.;1
449;Venho falando, veremos a esquerda fazer o inimaginável pois sabe que se lascou. Um militante esquerdista filmou agredindo verbalmente o presidente Bolsonaro aguardando uma reação violenta que não houve e em desespero fez de tudo para posar de vítima. Próxima treta?;1
450;AGORA: Polícia Federal vê indícios de crime de Jair Bolsonaro. Presidente fez uma falsa associação entre vacina da Covid e aids. PF acaba de pedir ao STF, um novo depoimento de Bolsonaro.;1
451;Freixo falando que é contra a legalização das drogas, é tipo o Lula falando que não gosta de cachaça?;2
452;BRASIL: Empresários bolsonaristas defendem golpe de Estado caso Lula seja eleito. Luciano Hang, dono da Havan e Afrânio Barreira, do Coco Bambu, fazem parte do complô. #Eleições2022;0
453;IPEC/GLOBO - PESQUISA PRESIDENCIAL NAS CAPITAIS, de 12 a 14/8: VOTO ESTIMULADO -  1º TURNO: SÃO PAULO: Lula 47%, Bolsonaro 24% RIO DE JANEIRO: Lula 44%, Bolsonaro 32% BELO HORIZONTE: Lula 41%, Bolsonaro 32% PORTO ALEGRE: Lula 46%, Bolsonaro 26% RECIFE: Lula 55%, Bolsonaro 25%;1
454;O golpe final de Bolsonaro será nos debates! Não existe como o descondenado, meliante mor da nação fugir das verdades de todas falcatruas que o Presidente jogará na cara dele!;2
455;"""Não sou candidato de uma facção religiosa"", diz Lula. Isso todos nós sabemos. É candidato de outro tipo de facção...";1
456;O que a PF concluiu na investigação sobre Bolsonaro associar vacina contra a covid à AIDS: - PR disse que quem se vacinava pegava AIDS mais rápido e citou supostos relatórios do governo do Reino Unido. - PF ouviu o ten.cel Mauro Cid, ajudante de Jair, que produz os textos p/ele.;2
457;"""Lula  só fala para plateias domesticadas. Já Bolsonaro  tem mostrado coragem, voltou a Juiz de Fora e fez uma grande manifestação” Augusto Nunes.";1
458;o não-impeachment do bolsonaro é um negócio que me ofende mais até do que sua eleição. os cidadãos têm o direito de votar em qualquer idiota mesmo, paciência. mas as instituições têm, tinham, o dever de zelar por seu próprio saneamento e integridade.;0
459;Impressão minha ou Alexandre de Moraes está mesmo dando uma surra em Bolsonaro no TSE agora?;1
460;BOA NOITE! OUVI DIZER QUE LULA DISPAROU;2
461;URGENTE!! O Brasil parou para ver Alexandre de Moraes, falar tudo que estava engasgado na cara de Bolsonaro!!;0
462;Bolsonaro assistindo de camarote a uma defesa ferrenha das urnas e do sistema eleitoral. Aplausos para Xandão. Acho que alguém se arrependeu de ir ao TSE hoje.;0
463;Aplauso  efusivo ao discurso do Alexandre Moraes quando falou da urna e justiça eleitoral é um recado ao Bolsonaro, lá  sentado com cara de azedume. E liberdade de expressão não é liberdade de agressão. Aplaudidíssimo. Recado dado! E contra fake News. Assim esperamos!;0
464;Lula vai            Iluminar os pensamentos dela;1
465;O Lula vai fechar igrejas é a nova mamadeira de piroca dos bolsonaristas.;1
466;Lula tem raiva de TODOS os grupos que apoiam Bolsonaro, ou só as IGREJAS?;1
467;William Bonner vai perguntar por que Lula quer fechar as igrejas?;1
468;RIO GRANDE DO SUL: PESQUISA PRESIDENCIAL, IPEC/TV Globo, 1º Turno, de 12 a 14/8: Lula (PT): 40% Bolsonaro (PL): 35% Ciro (PDT): 7% Tebet (MDB): 2% Os demais ficaram com 1% ou menos Brancos/Nulos:7% Indecisos: 7%;1
469;Pesquisa IPEC mostra que Lula está 10 pontos na frente de Bolsonaro no estado de SP. Os paulistas vão fazer sua parte para chutar o miliciano do Palácio do Planalto!;2
470;Bill Clinton tinha a Mônica xupinks e Lula tenha a Mônica bergamo Esse é o twiter;1
471;Minas Gerais: Lula 39 - Bolsonaro 26;1
472;namora mas adora um proibido e eu sou bolsonaro e eu sou bolsomito;0
473;Pra mim é uma questão de saúde mental e sobrevivência a vitória de Lula. Eu não sei se pra vocês também.;0
474;"23h59 - Rede Globo - ""Bolsonaro fala de remédio sem comprovação cientifica.."" 00h00 - Rede Globo - Universidade de Harvard é dirigida por fascistas";2
475;Eu venho falando, aqui, que as pesquisas internas do PT tem colocado Lula da Silva com 13% no geral. Ele ainda aparece na frente em estados como Pará, Maranhão e Piauí, mas no resto do Brasil só dá Bolsonaro na frente. E o desespero bateu por lá. Oremos.;2
476;Xico Sá apagou o tuite após postagem de Bolsonaro... Galvão?;1
477;é 13 ! é Lula Presidente ! é o Brasil feliz de novo !;1
478;No final das contas, dois candidatos derrotam Loola no segundo turno: Bolsonaro ou Ciro Gomes. Não sei vcs, mas eu #PrefiroCiro !!;1
479;"Toda vez que eu, como evangélica, digo que Bolsonaro não representa Cristo ouço: ""Então Lula representa""?  NÃO! Lula e Bolsonaro representam projetos de sociedade. No dia que você cristão entender isso vai parar de seguir a opinião do seu pastor e votar com sua consciência social";2
480;Será que o STF vai proibir o estudo de Harvard comprovando a eficácia do kit Bolsonaro??;0
481;O governo Lula 'era corrupto', mas criou a Lei de Transparência. Já o governo Bolsonaro 'é honesto', mas coloca sigilo de 100 anos. Quem não deve não teme, nem esconde seus atos.;0
482;Quem ajudou soltar Lula deveria ser proibido exercer um cargo no TSE.;1
483;Muita gente perdendo o medo de declarar voto no Bolsonaro;1
484;Foi a Globo que mandou o Lula mentir junto com o Janones? A Globo mandou radicalizar que ela vai segurar as agências de factchecking para não desmentir o Lula?;1
485;ADOROOOOOO O AUGUSTO NUNES!!!  Se a Juliana, a nova mulher de Guilherme de Pádua cometeu um crime casando com ele, a JANJA também cometeu casando com o LULA!!! _Augusto Nunes_ Perfeito!!!;1
486;Onde estão as agências de Fact-Check para desmentir a Mônica Bergamo, Felipe Neto, DCM, e demais aliados do Lula?;0
487;Lula vai mandar perseguir o Leo Dias por desmentir a Fake News sobre o almoço entre Bolsonaro e Guilherme de Pádua?;1
488;AINDA DÁ TEMPO DE DECRETAR 100 ANOS DE SIGILO NO ALMOÇO DO BOLSONARO COM O GUILHERME DE PÁDUA???;1
489;11:59 - Vejam como Lula está com um vigor incrível, além da coxa sarada e do tesão de um jovem ao lado da nova mulher, ele pegou a caneta no chão na frente dos empresários! 00:01 - Lula cancela compromissos da agenda por não estar se sentindo muito bem...;2
490;Ato pela democracia é meu pau de óculos. O nome correto é ato pela cleptocracia, afinal todo mundo sabe que foi em prol do Lula. Lembrando que a Coreia do Norte se chama “República Popular DEMOCRÁTICA da Coreia” e foi a República DEMOCRÁTICA Alemã que construiu o muro de Berlim.;2
491;Bolsonaro no Rica Perrone sábado às 10:30;1
492;Lula fugiu hoje de novo? Qual foi a desculpa? Disse que a dor de barriga ainda não passou?;2
493;Uma saudação especial ao Flávio Bolsonaro pelo dia do advogado.  Ele é o unico advogado que eu ouvi falar  que comprou mansão com  dinheiro ganho como  advogado sem nunca ter atuado em nenhum caso.  O cara é muito bom mesmo .;0
494;Mais uma vez se repete o absurdo: os gêmeos fujões Lula e Bolsonaro abandonam o debate, e a imprensa que se diz livre e democrática rende-se ao jogo sórdido e autoritário e cancela o evento. Quem fica devendo mais à democracia?;0
495;BRAGA NETTO NO TCU O Ministério Público acionou o TCU para barrar salários de R$ 1 milhão de militares do governo Jair Bolsonaro (PL). Entre os beneficiados encontra-se Braga Netto, vice na chapa para reeleição do presidente.;1
496;INTENÇÃO DE VOTO DOS EVANGÉLICOS/DATAFOLHA - 1° TURNO: 03/Out/2014  Dilma: 33%  Aécio: 15% 04/Out/2018  Haddad: 16%  Bolsonaro: 42% Ago/2022  Lula: 33%  Bolsonaro: 43%;1
497;Bolsonaro DISPAROU !;2
498;O Silas Malafaia é contra o divórcio, mas realizou o terceiro casamento do Bolsonaro. Pastores bolsonaristas mudam as regras conforme o cliente.;0
499;A derrota do Lula será uma porrada jamais vista na esquerda. Representa a derrota do seu maior e mais popular líder, e junto a isso, serão mais 4 anos de Brasil sendo reconstruido e com mais pessoas despertando sobre a verdade. O Brasil vai dar certo.;0
500;O Bolsonaro não conseguiu dar 5% de aumento para uma determinada categoria. Foi proibido pelo STF.  Mas o mesmo STF se dá um aumento de 18%;0
501;Sabe o que tem em comum todos os ricos que apoiam Bolsonaro? Impostos atrasados.;2
502;Estou assistindo o Bolsonaro no Flow pela segunda vez... Ele é o melhor presidente do Brasil mesmo, não tem como kkkkkkkk;0
503;O Executivo propõe aumentar o auxílio Brasil e a ex-imprensa condena Bolsonaro. O 5TF propõe aumentar o próprio salário e a ex- imprensa...cri, cri, cri!;2
504;Ideia de date: ir na posse do Lula juntos;0
505;Todo cristão que é cristão de verdade, deve repudiar o ódio da Michelle Bolsonaro sobre outras religiões, Jesus e seus ensinamentos, falam de, amor, união, paz e bondade. E não de ódio, preconceito, radicalização e ataques. O respeito deve ser cívico.;2
506;A cada voto q converto do Lula ou do Bolsonaro pro Ciro é uma vitória. Pq tentar convencer as pessoas q essas duas opções n são as melhores e nem as únicas dá trabalho... Mas se tem uma coisa q percebi fazendo isso é q tem muita gente perdida nos posicionamentos políticos...;0
507;"20  M I N U T O S Esse foi o tempo que o PR Bolsonaro precisou de exposição no Flow p/ superar a audiência do ex-presidiário no ""Podpah"". Às 19h25 o programa já tinha cerca de 300 mil espectadores simultâneos Os likes já superam 1 milhão em 1 dia. Do Lula são 799 mil em 8 meses";1
508;Muitos não entendem a gravidade da declaração da Michelle Bolsonaro, gente que não faz ideia do que é viver na mira de uma estrutura de poder montada para te destruir: pois é exatamente isso que essa teocracia difusa que nos domina representa para o povo de terreiro.;2
509;O maior marketeiro de Bolsonaro se chama Jair Messias Bolsonaro.;2
510;Para os petistas que acharam o máximo o Lula bater 270 mil e estão  vendo o Bolsonaro chegar aos 600 mil no Flow, vendo lenços.;1
511;Você assiste 5 minutos da entrevista do Bolsonaro no Flow e acha que mora na Suécia;2
512;Bolsonaro Mito 2022! Todo isentão está decidindo o voto hoje!;0
513;Vcs lembram de como os petistas se vangloriaram com o PodPah do Lula que bateu 270k pessoas?! Pois é. Eles devem estar desesperados com essa audiência do Bolso no Flow hoje...;0
514;Assisti 3 minutos do Flow Podcast e o Bolsonaro já mentiu mais que eu na minha vida inteira. E o filha das putas mente sem esboçar. É dom.;0
515;"Muita gente comemorando que BOLSONARO superou loola em audiência no PODCAST. Mais de 500 mil pessoas acompanharam o programa ao vivo. Foi praticamente o dobro da audiência do ""nine"". Mas eu não estou surpreso, alguém está?";2
516;Uma verdadeira aula de Bolsonaro. Fachin deve estar bravo, muito bravo. 560 mil pessoas estão ouvindo o presidente destrinchar o inquérito do TSE e as propostas para as urnas das Forças Armadas. Histórico!;1
517;meio milhão de pessoas ao vivo no flow com o Bolsonaro e 99% dos comentários são apoiando ele à reeleição. o que tem de errado com as pesquisas?;1
518;presidente bolsonaro qual sua opiniao sobre a liberação do loló medicinal;2
519;E triste demais ver ainda alguns amigos próximos e parentes ainda iludidos com Bolsonaro e Lula. A maioria entende que eles não são solução pra nada, mas entregam o voto a um pro outro não ganhar. Corromperam os próprios ideias pela briga de dois populistas.;0
520;O futuro presidente do Tribunal Superior Eleitoral (TSE), Alexandre de Moraes, prometeu cassar o registro de candidatura de quem usasse fake news nas eleições. A serviçal de bolsonaro Damares Alves espalhou mentiras criminosas nas redes. Ou ela é punida ou o TSE não existe.;1
521;Bolsonaro é o melhor presidente de todos os tempos. Paulo Guedes é o melhor ministro de economia de todos tempos. Fim de papo!;1
522;“Lula está desesperado para ‘recuperar’ a Petrobras”, afirma jornalista Motivo: dobrar a meta do petrolão.;0
523;Bolsonaro foi no Allianz na esperança de jantar depois do jogo, mas infelizmente o gramado era sintético e ele não pode matar sua fome. Ele demonstrou muita frustração no camarote. Em breve trago mais informações sobre o presidente;0
524;Fonte Eleições: de olho no desempenho do Tarcísio hoje no debate. Tarcísio será um enorme promotor de Jair Bolsonaro em SP nessas eleições. Sua influência se dará, especificamente, nos indecisos que são movidos por pautas técnicas, entregas na sua gestão e reputação ilibada.;2
525;Lula dobrou as vagas do ensino superior público em 2 mandatos. O PT inaugurou 18 universidades federais. De cada 4 federais do Brasil, uma foi criada nos governos petistas. Povo do PCB acusa o Lula de fomentar o ensino privado, mas não é ele que tá vendendo curso no youtube.;0
526;obrigado palmeiras por salvar o domingo e vai tomar no cu bolsonaro;1
527; #Eleicoes2022  - Primera Ronda Bolsonaro 40% Lula= 33% Ciro= 6%  Instituto Brasmarket/ Agosto;1
528;A partir do ano que vem Lula será um presidente que, por um erro, um dia foi presidiário. Já Bolsonaro será um presidiário que, também por um erro, um dia foi presidente.;0
529;A FIESP é o retrato do que Lula pretende fazer com todas as estatais do Brasil.;0
530;Uma multidão sem fim em Recife somente para vê-lo. Bolsonaro, um fenômeno raro que precisa ser estudado com muito mais profundidade. Brasileiros, temos que aproveitar este Homem ao máximo.;2
