;Texto;Classificação
326;"O Bolsonaro deu um nó na cabeça dos jornalistas. Os caras bugaram no ""imbrochável"".";Neutro
327;Parabéns @MarinaSilva dando a cara na campanha do Lula , pq a campanha do Haddad é toda voltada pro Lula. até minha mãe achou um absurdo Mas a culpa era do João Santana né? A Rede morreu pra mim hoje.;Neutro
328;Não aguento mais ouvir a voz do Lula.;Positivo
329;Lula subiu, a gasolina caiu. É fato !;Positivo
330;T5E TIRA DO AR a TV JOVEM PAN. MOTIVO: - alegam que faz propaganda a favor do Bolsonaro. Observação: GLOBO continua NO AR, falando mal do Bolsonaro.;Positivo
331;FRASE PROIBIDA DO DIA, LULA SUBIU A GASOLINA CAIU;Positivo
332;Repita comigo: O NÚMERO DO PRESIDENTE JAIR BOLSONARO NA URNA É !;Neutro
333;Lula fala que Bolsonaro comprou  prédios em dinheiro vivo, Bolsonaro fala que Lula no governado dele foi desviado bilhões na Petrobrás. Em que vc vai votar em quem rouba menos ou em quem rouba mais. Eu voto em CIRO GOMES.;Negativo
334;Atenção! Carluxo quer proibir a gente de falar “Lula subiu a gasolina caiu”. Então não vamos mais falar Lula subiu a gasolina caiu, taokei?;Positivo
335;A esquerda tentou eliminar o presidente Jair Bolsonaro da corrida eleitoral, mas o TSE decidiu que o presidente Bolsonaro pode disputar as eleições por não ter nada de irregular no poder judiciário.;Negativo
336;Lula com sua saúde como ta, vocês vão é botar o Alckmin na presidência! Nao digame que não Avisei! Prefiro a Vice do Ciro no caso. Ana Paula Matos.;Positivo
337;Eu já votei em Ciro, mas ele virou uma figura triste. Ressentido. Violento. Não será presidente e não tem nem a humildade e nem a generosidade que tanto exige de Lula. Se acha superior a todos. Não está à altura que o cargo exige. Que fim triste de carreira.;Negativo
338;Se o Ciro tudo faz para que Lula não vença no primeiro turno e diz que nao votará nele no segundo turno, nao resta dúvida lógica de que torce pela vitória de Bolsonaro.;Negativo
339;É verdade que não pode mais falar que Lula e PT apoiam invasões de igrejas?;Negativo
340;A mídia forçou a imagem de Lula como sujeito raivoso, desagregador e ameaçador. E o país chega a 30 dias das eleições com todos os adversários submersos no ódio do antipetismo, armados verbal e fisicamente, enquanto o petista ouve do padre Julio Lancelloti: “Lula abre o coração”.;Positivo
341;ATENÇÃO, Eduardo Bolsonaro está convocando bolsonaristas ARMADOS na véspera do 7 de setembro!! Querem dar golpe a todo custo!! É urgente que o STF tome uma atitude urgente!!;Neutro
342;O Danones fez um tweet mentiroso, mandou a galera divulgar e logo abaixo avisou que era mentira? O cara tá merecendo ser herdeiro do Lula mesmo;Neutro
343;Hoje foi divulgada uma pesquisa pra senador do PR q me parece razoável. Segundo ela 24% dos eleitores estão indecisos. Como Paulo Martins candidato apoiado por Bolsonaro aparece com apenas 5,7% e o PT nunca se criou no PR nos leva a acreditar q MORO pode conquistar essa fatia.;Negativo
344;Agora tu imagina um governo Lula com a mídia no bolso, influenciadores e artistas tudo a seu favor, páginas de fofoca cooptadas pra propaganda de governo, jornalistas todos eles com viés ideológico em favor do governo. Será que se tiver corrupção, tu vai saber?;Positivo
345;A vitória do Lula vai ser muito lindo derrotando o pior presidente que o Brasil já teve, vamos gente se liga votar em Ciro e Simone é levar bolsonaro para segundo turno vamos decidir logo no primeiro turno votando em Lula 13.;Positivo
346;Há décadas que campanha é guerra de foice, inclusive tendo Lula e o PT como atores, divulgando fake news e incitando a turba a descer o cacete nos adversários. Eis que, agora, Ciro vira o canalha mor da nação. Deve ser porque não está fazendo 1/3 do que todos sempre fizeram.;Positivo
347;Repita comigo: O NÚMERO DO PRESIDENTE JAIR BOLSONARO NA URNA É !;Neutro
348;Público: Ei Bolsonaro…. O Emicida: Oi? Público: Ole ole olé olá Lula Lula;Neutro
349;LULA EU AUTORIZO você recolocar os pobres no orçamento, como fez nos governos passados. Quero ver aquela festa danada das domésticas indo pra Disney!;Negativo
350;Muito bem amigas, segundo Heloísa Bolsonaro, nenhuma mulher é  insubmissa, independente e livre. Diante de tamanha imbecilidade, deixo aqui minha gargalhada, de mulher consciente, independente e livre!;Positivo
351;LULA EU AUTORIZO;Negativo
352;"Público: ""Ei Bolsonaro, vai...."" Emicida: ""Tinha um pessoal falando que não era de bom tom falar de política em cima do palco do festival. Mas se eu tô vivo é porque os Racionais lá atrás resolveu ser político”. Público: ""Olê, Olá... Lula"" Emicida é Fod@! #RockInRio";Neutro
353; #Eleicoes2022 - Nacional  Jair Bolsonaro 40% +3  Lula da Silva 37% -3 Modalmais/Futura - Agosto;Neutro
354;É a popularidade da Michelle Bolsonaro que tá fazendo inveja na Simone estepe!;Neutro
355;Vamos eleger #LulaNo1ºTurno. Essa eleição é diferente. Temos menos de 1 mês, o cenário já está consolidado. Há dois candidatos e Lula tem chance de vencer agora. Vamos resolver essa eleição no dia 02/10. É #LulaPresidente13;Positivo
356;Votar no Lula é dar chances reais do Bolsonaro se reeleger.;Positivo
357;O PESSOAL VOLTOU A MANDAR O BOLSONARO TOMAR NAQUELE LUGAR!!  PARECE QUE VOCÊS NÃO RESPEITAM A AUTORIDADE MÁXIMA DESSE PAÍS!;Negativo
358; URGENTE: TSE determina que redes sociais derrubem postagens do cantor Latino contra Luiz Inácio Lula da Silva.;Neutro
359;BOLSONARO COLOCOU 33 MILHÕES DE BRASILEIRO EM JEJUM, SEM A CONVOCAÇÃO DA MICHEQUE!!!;Neutro
360;A Denúncia Irresponsável Da UOL Sobre Bolsonaro Autor: Stephen Kanitz A manchete de 51 casas compradas com dinheiro vivo é falsa, é um atentado à Democracia, e pode selar essa eleição do Lula. A declaração de bens do Bolsonaro mostra um patrimônio contábil de 2,6 milhões .;Positivo
361;"Ainda bem que foram ""só"" 107 imóveis adquiridos depois de ingressar na política, né? Imaginem se Bolsonaro visitasse um ap com a Micheque para comprar ou freqüentasse um sítio de seus amigos nos finais de semana?";Positivo
362;Daqui a um mês estaremos bebendo emocionados, comemorando a vitória de Lula! O Brasil vai voltar a ser feliz e esse dia está chegando;Negativo
363;Propaganda da primeira dama não pode! Você mudará seu voto em Bolsonaro por causa disso?;Negativo
364;Ações de Ciro depois de repercussão sobre sua fala mal colocada: 4 postagens falando sobre o assunto e se desculpando pelas palavras colocadas. Ações do Lula depois de naturalizar lavar louça como coisa de mulher:.... Gado petista com Ciro: Gado petista com Lula:;Positivo
365;Eu voto no Lula desde 1989 . sou Lula com muito orgulho . já tenho 70 anos . enquanto eu viver meu voto e do Lula sempre PT .;Negativo
366;Bolsonaro sancionou mais de 60 leis de apoio a mulher! #BolsonaroNaRedeTV;Positivo
367;lula;Positivo
368;Ciro tá crescendo muito nos últimos dias, tudo caminha pra uma coisa: Lula e Bolsonaro não estarão juntos no segundo turno (e sim vai ter segundo turno). Nosso voto no Ciro agora é mais que necessário! #CiroNaCNN;Negativo
369;Olha o tanto que Bolsonaro tinha pra falar dos feitos e das propostas! Definitivamente tem pessoas e emissoras q torcem contra o Brasil.  #BolsonaroNaRedeTV;Negativo
370;194-Esses dias vi um video do Paulo Guedes em um seminário dizendo que oq ele ensinou a Bolsonaro sobre liberalismo, o Jair ensinou ele sobre patriotismo. Achei muito maneiro, um acadêmico liberal, que tinha tudo pra ser arrogante, reconhecer que não só ensinou, mas q tbm aprendeu.;Negativo
371;Um eleitor do Lula jogou um objeto em Bolsonaro, enquanto o presidente estava pilotando durante uma motociata. Você não vai ver a Vera Magalhães preocupada com a democracia.;Negativo
372;Nas manchetes do JN, Nada do escândalo imobiliário da familicia. Ah, se fosse o Lula.;Neutro
373;Se dependesse da população que recebe até 2 salários mínimos, Lula estaria eleito em 1º turno. Se dependesse dos empresários, Bolsonaro estaria eleito no 1º turno. Não é a favela que tem dificuldades em compreender questões econômicas.;Positivo
374;Sérgio Moro, o paladino da justiça, não deu um pio sobre os 107 imóveis da família Bolsonaro. Mas voltou a bater no Lula por estar livre do caso do triplex.;Neutro
375;Se Bolsonaro teve 3780% + 1 de votos válidos e considerando que o Nordeste em sua maioria deixará de votar em Lula ,onde Lula vai tirar votos para vencer no primeiro turno??? Ou a matemática deixou de ser exata ou é alguma mágica;Positivo
376;Quem quiser ver Bolsonaro agonizar em praça pública com o auxílio, entra lá no face agora e fica de olho na minha live! Vai ser o tiro de misericórdia no safado;Neutro
377;"Em 2021, a campanha ""Renda Básica Que Queremos"" puxada por movimentos sociais e os movimentos negros do BR, reuniu milhares de assinaturas por um auxílio emergencial de R$600. Hoje, Bolsonaro que tinha prometido esse valor p/ o Auxílio Brasil em 2023, entrega R$405. Desumano!";Negativo
378;Orçamento de 2023: -Salário mínimo sem aumento real -Tabela do IR congelada -Auxílio no valor de R$400,00 Bolsonaro não governa para os pobres nem para a classe média. Só agrada ao 1% de cima. Se você ainda vota nele, ou é rico ou trouxa.;Positivo
379;TODOS OS CANDIDATOS DO BOLSONARO SUBIRAM NAS PESQUISAS ESTADUAIS... MAS O BOLSONARO NÃO SOBE NA NACIONAL KKKKKKKKKKKK;Neutro
380;Haddad, é líder igual Lula da Silva, é para os institutos sem credibilidade, ganha quem dá mais.São Paulo é Tarcísio,como o Brasil é Bolsonaro, anotem aí. Não queremos ratos administrando o Brasil novamente.O Brasil é do Senhor Jesus Cristo.;Positivo
381;candidato lula, como o senhor pretende abaixar o preço do ingresso pro show de arctic monkeys?;Positivo
382;Após a matéria do Estadão, ver a Simone Tebet falar de orçamento secreto, vai ser tipo o Lula falando sobre combate a corrupção.;Neutro
383;"A maior prova que Bolsonaro faz parte do sistema e que seu discurso ""anti-sistema"" é marketing para trouxa, é ele ter adquirido 107 imóveis, metade deles com dinheiro vivo, e nada acontece, feijoada. O Lula, por ter visitado um triplex, teve a vida devastada.";Neutro
384;É verdade que Lula da Silva deixou a Janja para trás?;Neutro
385;"Luciano Hang ser financiador de atos golpistas e do gabinete do ódio  é como a familia Bolsonaro ter participação no assassinato de Marielle e Anderson. Todo mundo sabe, mas falta a ""vontade"" de concluir a investigação.";Positivo
386;LULA QUER MUDAR AS REGRAS DO DEBATE. ABAIXO AS EXIGÊNCIAS DO EX PRESIDIÁRIO: WILLIAN BONNER DE MEDIADOR E PERGUNTAS FEITAS POR FELIPE NETO, ANITA, JULIETTE E GIL DO VIGOR.;Positivo
387;Não basta aos influenciadores declarar voto em Lula para ficar bem diante do fascismo nessa quadra terrível da nossa história. É preciso fazer campanha, transformar esses 30 dias em uma luta incessante pela salvação do Brasil. É agora ou nunca e todo esforço deve ser intenso.;Neutro
388;Dizem que 55% das publicações pró-Bolsonaro são feitas por robôs. Se você apoia o presidente Bolsonaro e não é um robô , RT, curte e comenta 22!;Negativo
389;*Ciro respira* Petistas: Não gosto do jeito que Ciro respira, olha só como o Ciro respira igualzinho ao Bolsonaro. Tem que investigar porque fizeram um pacto.;Negativo
390;Lula ontem, foi estrategista.;Positivo
391;Força, Lula! Vamos pra cima do miliciano! #DebateNaBand;Positivo
392;Bolsonaro: Loola vai ser entrevistado sem o cabo eleitoral dele, Bonner. Ui!;Neutro
393;Como vai ser esse debate? Candidatos esquerdistas derramando MENTIRAS tentando enganar o povo brasileiro e Jair Bolsonaro falando as VERDADES que o povo precisa saber. Traz a pipoca!!!;Negativo
394;Iiiiiih parece que a produção da Band voltou o Lula pro lugar dele, vai ficar do lado do Pangaré;Neutro
395;lula tem sol, ascendente e mercúrio em escorpião. vênus e júpiter em libra. lua, marte e saturno em câncer.;Neutro
396;Quero ver se algum candidato vai ter coragem de perguntar sobre os casos de corrupção da família Bolsonaro? Vão perguntar dos imóveis comprados em dinheiro vivo? Dos cheques que Queiroz depositou para Michelle? O assunto sempre tirou Bolsonaro do sério. #DebateNaBand #DebatenoUOL;Neutro
397;Lula e Bolsonaro pediram pra mudar de lugar pra o povo não descobrir que são amiguinhos. #CiroNaBand;Negativo
398;Ao que tudo indica, o GSI de Bolsonaro pediu a troca da posição dele no palco do #DebateNaBand. Seria medo de ficar ao lado de Lula? A covardia não é algo novo para ele, não seria de surpreender.;Positivo
399;Já estou pronta para ver o @fdavilaoficial jantando o Lula, como o @ViniciusPoit jantou o Haddad  #DebateNaBand;Positivo
400; #Brasil - Rio de Janeiro:  Bolsonaro 46%  Lula 37% - Atlasintel;Positivo
401;Bolsonaro é o ponto de equilíbrio entre Juliana Bonde e Cássia Kiss.;Positivo
402;Depois que o descondenado, ex-presidiário, atacou o Agronegócio, recebeu uma nota de repúdio: “mentiroso, malandro, desonesto e comunista”. Para a Associação Brasileira dos Criadores de Zebu, Lula “mentiu ao induzir e afirmar que os produtores são ‘a favor do desmatamento’”.;Positivo
403;Petistas falando que vão voltar a comer carne quando o Lula ganhar. E o Lula falando mal do agronegócio , será de onde que eles acham que vem a carne????;Negativo
404;Eu falando que vou votar no Ciro e a pessoa insinuando que eu sou minion... Só pq não voto no Lula sou minion? Povo tá perdendo a noção. Para de idolatrar político, pelo amor de God.;Negativo
405; PESQUISA PRESIDENCIAL NO ESTADO DE MINAS GERAIS (MG) - INSTITUTO ATLAS, DE 20/08 A 24/08: Lula (PT): 44,5% Bolsonaro (PL): 41,9% Ciro (PDT): 6,9% Tebet (MDB): 2,5% • 2,6% B/N/NS/NR • Margem de erro: 2,0 pp.;Positivo
406;Imagina no debate, quando o apresentador perguntar ao Lula pra quem ele vai fazer a pergunta e o Lula responder que é para o Bozo. A Tchutchuca do Centrão é capaz de simular outra fakeada no local.;Negativo
407;Dúvida: tinha papel voador na “entrevista” do Lula no JN?;Neutro
408;Mesmo com toda a mídia tentando passar pano e empurrar o Lula goela abaixo, o assunto do dia é Bolsonaro. 22 é 22;Positivo
409;"A Globo quer que a grande massa (o povão) volte a bancar seus privilégios e suas contas. Eles não odeiam Bolsonaro; eles odeiam ficar sem dinheiro. Fim!!";Negativo
410;pensando sinceramente em votar no ciro ao inves do lula, to confusa;Positivo
411;Sobre meu voto no Ciro, sempre votei nele por ser o único a favor de uma reforma fiscal profunda e a regulamentação do Imposto sobre Grandes Fortunas. Lula foi presidente e nunca realizou essas medidas, mesmo que digam que possa ser utópico, vou votar no que acredito ser o certo.;Negativo
412;Lula chuta essa milícia logo. Vamos recuperar o orgulho do nosso país;Positivo
413;"Não existe 'fome pra valer' no Brasil, afirma Bolsonaro em podcast de fisiculturismo; Mais cedo, presidente já havia declarado que não se vê, no Brasil, pessoas 'pedindo pão no caixa da padaria' (Globo)";Negativo
414;Lula pedindo em rede nacional para que votem em deputados de esquerda, ele precisa de BASE PARLAMENTAR pra mudar o Brasil!!;Neutro
415;o lula fica À VONTADE sendo confrontado! isso é herança de militância em sindicato!;Positivo
416;Roubar por roubar todos roubam kkkkkk sou #LULA e fodase sua opinião rs;Negativo
417;O Bonner tá sabendo do PT mais do que o Lula em  kkkkkkkkk;Positivo
418;Eu simplesmente não consigo ouvir o Lula falar. Bizarro.;Negativo
419;ELE CHAMANDO O BOLSONARO DE BOBO DA CORTE UAAAR;Neutro
420;Audiência do Ciro Gomes no Jornal Nacional: 25,9% Audiência do PR Bolsonaro 87%;Positivo
421;Quem autorizou busca e apreensão contra empresários críticos do Lula foi um ex-secretário de governo do vice do Lula. É só esse o tuíte.;Positivo
422;Ontem Ciro manda bem no JN e repercute pra caralho. Hoje bolsonaro diz q não vai em debate. Coincidência? Tirem suas conclusões!;Negativo
423;"Quando a pessoa se refere ao Lula como ""Nine"" ou ""Nove dedos"" eu ja sei que ela tem meio ou nenhum cérebro.";Negativo
424;"Há alguns anos cristãos e cristãs que não votam em Bolsonaro estão sendo expulsos de igrejas, demitidos de trabalho, proibidos da comunhão, excluídos da família e amaldiçoados pelo ""povo de Deus"". Voltem a Deus, irmãos!! Jesus é o cabeça da Igreja e ganhar almas a nossa missão!";Neutro
425;Bolsonaro conseguiu atingir o objetivo ao colocar as Forças Armadas num protagonismo que não existe na ordem constitucional. As reuniões de Alexandre de Moraes e Augusto Aras com a cúpula militar reforçaram a interferência indevida e estimularam os defensores do golpe de Estado.;Positivo
426;Eu teria vergonha de votar em Lula ou Bolsonaro, tendo o Ciro Gomes a disposição.;Negativo
427;O Ciro é muito inteligente vey… como que bota no Bolsonaro e no lula tendo ele???;Neutro
428;Ciro faz homenagem a Doria por sua postura de defender e viabilizar a vacina. O tucano foi o grande antagonista de Bolsonaro na pandemia #OGlobonasEleicoes;Neutro
429;Ciro bate em Bolsonaro: lembra os absurdos do despresidente na gestão da pandemia. #CiroNoJN;Neutro
430;Ciro vai bem ao se apresentar como alternativa à polarização entre Lula e Bolsonaro. Eu sirvo ao povo brasileiro, anuncia Ciro. Mostra-se sóbrio e simpático com Bonner e Renata Vasconcellos. #OGlobonasEleicoes;Positivo
431;Lula e Bolsonaro todas perguntas são sobre escândalos, sobretudo de corrupção. Só com Ciro é possível fluir um papo sobre proposta. O cara é disparado o melhor. #CiroNoJN;Positivo
432;bolsonaro fala, fala, fala e não diz absolutamente NADA;Negativo
433;Candidato é o caralh@! Jair Bolsonaro é o Presidente da República!;Neutro
434;Isso que está acontecendo no Jornal Nacional não é uma entrevista com o Bolsonaro e sim um espaço de tempo pra ele mostrar o quanto é burro, imbecil e mentiroso.;Negativo
435;"""O trator não tá derrubando arvore na Amazônia. Tá derrubando arvore... na area permi.. ninguém determina o que é legal o que não é. O brasil é muito grande"" Bolsonaro, Jair.";Negativo
436;Bolsonaro na @tvglobo .... Bonner: mas qual o propósito candidato? Bolsonaro: cumprir a lei. E Bonner insiste: mas a quem interessa não queimar trator que desmata Amazônia? Bolsonaro: cumprir a lei! Kkkkkk #BolsonaroReeleitoEm2022;Negativo
437;o único motivo pra eu perder meu tempo ouvindo bolsonaro falar é pq eu sei os fechos que ele vai levar da Renata e do Bonner;Negativo
438;a dicção do bolsonaro eh absurdamente ruim mlk parece que tem tourette e ta tentando mastigar a propria lingua enquanto fala;Positivo
439;Tem medo de Lula fechar igrejas, mas ninguem fala das empresas que fechou Bolsonaro!!! Bolsonaro fechou as fábricas da Ford, LG, Roche, Mercedes-Benz, Audi, Sony, Eli Lilly, L’Occitane, Walmart, Forever 21, Wendy's e mais de 500 mil outras empresas.;Positivo
440;Moraes dá 7 dias para Bolsonaro se manifestar sobre ação de Ciro Gomes. O nome disso é: DESESPERO.;Positivo
441;Lula defende os livros, as mulheres e a honestidade. É o favorito disparado entre os cínicos.;Positivo
442;Saudades de quando os colunistas de economia ficavam alarmados com impacto de renúncias fiscais no orçamento. Bolsonaro tá abrindo um ROMBO nas contas da União e dos estados pra não precisar mexer na política de preços da Petrobras e tá todo mundo caladinho.;Neutro
443;Lula da Silva não poderia estar solto. Esse é o post!;Neutro
444;Quero ver se o Lula vai ser HOMEM pra pisar em Barretos!;Negativo
445;Quem tá com Lula comenta aí ESTOU COM LULA;Positivo
446;"1. Um aluno afirmou (no trabalho oral de Direito) q Bolsonaro apoiou pautas de Dir. Humanos e combateu a COVID-19. Deixei q ele falasse sem intervir... Ao final, eu disse: ""vc gostaria de refazer o trabalho?"" Ele indagou: por que? Respondi: ""pq vc tirou ZERO por mentir"". (+)";Negativo
447;O evento do Lula em São Paulo FACRASSOU de novo?;Positivo
448;Volto a dizer, Lula não vai até o fim da campanha;Negativo
449;meu sonho: quebra de protocolo na posse, lula recebe a faixa, põe em dilma e depois recebe dela a faixa de volta.;Neutro
450;"1. Um aluno afirmou (no trabalho oral de Direito) q Bolsonaro apoiou pautas de Dir. Humanos e combateu a COVID-19. Deixei q ele falasse sem intervir... Ao final, eu disse: ""vc gostaria de refazer o trabalho?"" Ele indagou: por que? Respondi: ""pq vc tirou ZERO por mentir"". (+)";Negativo
451;O evento do Lula em São Paulo FACRASSOU de novo?;Positivo
452;O cara diz que torce pro Corinthians, mas apoia o bolsonaro hahahhahahhahahha Não conhece a história do próprio clube...;Negativo
453;Sou totalmente contra Lula recusar convites de sabatinas e debates, menos o da Jovem Klan;Neutro
454;Roberto Jefferson foi impugnado Lula condenado por mais de 30 juízes tá de boa;Positivo
455;Teve reunião entre o PT e Globo para organizar as perguntas que serão feitas nas sabatinas de Lula e Bolsonaro?;Positivo
456;Lula declina do convite da Jovem Pan para participar de sabatina entre os candidatos à Presidência da República. Amarelou, fugiu da raia! #LulaLadraoSeuLugarENaPrisao;Neutro
457;O Mamateiro Mainardi se aposentou pra não ter que ver Moro fazendo campanha e falando que esta fechado com Bolsonaro para lutar contra o Lula.;Negativo
458;Moraes enviou hoje pedido para PROCURADORIA GERAL DA REPÚBLICA, INDICIAR BOLSONARO. Visando impugnação da sua reeleição. O Jogo de cartas marcadas já começou. Vamos aguardar, porém acredito acredito não ser inteligente por parte do STE e STF, querer tirar BOLSONARO no grito!;Neutro
459;A cloroquina é indicada para o tratamento de malária. Bolsonaro insistiu que o remédio servia para Covid. Não servia. Não serve. Resultado: agora, segundo a Folha, está faltando cloroquina para indígenas que sofrem com a malária. Talvez o objetivo do genocida fosse esse;Negativo
460;DataFolha minha filha, o único 51% que o Lula tem está dentro da garrafinha de água!!;Neutro
461;Evento do Lula só tem sindicalista mamateiro;Positivo
462;Agora vai. Depois de zerar impostos de jet ski e balão dirigível, agora Bolsonaro zerou o imposto de whey protein. Impostos sobre cesta básica estão mantidos. Os pobres que lutem.;Positivo
463;sim lula é cachaceiro e está bebendo 51 51% dos votos válidos na última DataFolha;Neutro
464;"Se Bolsonaro vencer no primeiro turno, eu peço que prendam os diretores das Agências de Checagens e dos Institutos de Pesquisas ""....desse país...""";Positivo
465;Na Globo News os comentaristas não estão analisando as pesquisas, mas analisando o que o bosonaro deve fazer para impedir Lula de vencer no 1°turno. Disfarcem um pouco, galera.;Negativo
466;Venho falando, veremos a esquerda fazer o inimaginável pois sabe que se lascou. Um militante esquerdista filmou agredindo verbalmente o presidente Bolsonaro aguardando uma reação violenta que não houve e em desespero fez de tudo para posar de vítima. Próxima treta?;Negativo
467;AGORA: Polícia Federal vê indícios de crime de Jair Bolsonaro. Presidente fez uma falsa associação entre vacina da Covid e aids. PF acaba de pedir ao STF, um novo depoimento de Bolsonaro.;Positivo
468;Freixo falando que é contra a legalização das drogas, é tipo o Lula falando que não gosta de cachaça?;Negativo
469;BRASIL: Empresários bolsonaristas defendem golpe de Estado caso Lula seja eleito. Luciano Hang, dono da Havan e Afrânio Barreira, do Coco Bambu, fazem parte do complô. #Eleições2022;Neutro
470;IPEC/GLOBO - PESQUISA PRESIDENCIAL NAS CAPITAIS, de 12 a 14/8: VOTO ESTIMULADO -  1º TURNO: SÃO PAULO: Lula 47%, Bolsonaro 24% RIO DE JANEIRO: Lula 44%, Bolsonaro 32% BELO HORIZONTE: Lula 41%, Bolsonaro 32% PORTO ALEGRE: Lula 46%, Bolsonaro 26% RECIFE: Lula 55%, Bolsonaro 25%;Positivo
471;O golpe final de Bolsonaro será nos debates! Não existe como o descondenado, meliante mor da nação fugir das verdades de todas falcatruas que o Presidente jogará na cara dele!;Neutro
472;"""Não sou candidato de uma facção religiosa"", diz Lula. Isso todos nós sabemos. É candidato de outro tipo de facção...";Negativo
473;O que a PF concluiu na investigação sobre Bolsonaro associar vacina contra a covid à AIDS: - PR disse que quem se vacinava pegava AIDS mais rápido e citou supostos relatórios do governo do Reino Unido. - PF ouviu o ten.cel Mauro Cid, ajudante de Jair, que produz os textos p/ele.;Negativo
474;"""Lula  só fala para plateias domesticadas. Já Bolsonaro  tem mostrado coragem, voltou a Juiz de Fora e fez uma grande manifestação” Augusto Nunes.";Positivo
475;o não-impeachment do bolsonaro é um negócio que me ofende mais até do que sua eleição. os cidadãos têm o direito de votar em qualquer idiota mesmo, paciência. mas as instituições têm, tinham, o dever de zelar por seu próprio saneamento e integridade.;Negativo
476;Impressão minha ou Alexandre de Moraes está mesmo dando uma surra em Bolsonaro no TSE agora?;Positivo
477;BOA NOITE! OUVI DIZER QUE LULA DISPAROU;Negativo
478;URGENTE!! O Brasil parou para ver Alexandre de Moraes, falar tudo que estava engasgado na cara de Bolsonaro!!;Neutro
479;Bolsonaro assistindo de camarote a uma defesa ferrenha das urnas e do sistema eleitoral. Aplausos para Xandão. Acho que alguém se arrependeu de ir ao TSE hoje.;Positivo
480;Aplauso  efusivo ao discurso do Alexandre Moraes quando falou da urna e justiça eleitoral é um recado ao Bolsonaro, lá  sentado com cara de azedume. E liberdade de expressão não é liberdade de agressão. Aplaudidíssimo. Recado dado! E contra fake News. Assim esperamos!;Neutro
481;Lula vai            Iluminar os pensamentos dela;Positivo
482;O Lula vai fechar igrejas é a nova mamadeira de piroca dos bolsonaristas.;Positivo
483;Lula tem raiva de TODOS os grupos que apoiam Bolsonaro, ou só as IGREJAS?;Positivo
484;William Bonner vai perguntar por que Lula quer fechar as igrejas?;Negativo
485;RIO GRANDE DO SUL: PESQUISA PRESIDENCIAL, IPEC/TV Globo, 1º Turno, de 12 a 14/8: Lula (PT): 40% Bolsonaro (PL): 35% Ciro (PDT): 7% Tebet (MDB): 2% Os demais ficaram com 1% ou menos Brancos/Nulos:7% Indecisos: 7%;Positivo
486;Pesquisa IPEC mostra que Lula está 10 pontos na frente de Bolsonaro no estado de SP. Os paulistas vão fazer sua parte para chutar o miliciano do Palácio do Planalto!;Positivo
487;Bill Clinton tinha a Mônica xupinks e Lula tenha a Mônica bergamo Esse é o twiter;Positivo
488;Minas Gerais: Lula 39 - Bolsonaro 26;Neutro
489;namora mas adora um proibido e eu sou bolsonaro e eu sou bolsomito;Negativo
490;Pra mim é uma questão de saúde mental e sobrevivência a vitória de Lula. Eu não sei se pra vocês também.;Negativo
491;"23h59 - Rede Globo - ""Bolsonaro fala de remédio sem comprovação cientifica.."" 00h00 - Rede Globo - Universidade de Harvard é dirigida por fascistas";Positivo
492;Eu venho falando, aqui, que as pesquisas internas do PT tem colocado Lula da Silva com 13% no geral. Ele ainda aparece na frente em estados como Pará, Maranhão e Piauí, mas no resto do Brasil só dá Bolsonaro na frente. E o desespero bateu por lá. Oremos.;Neutro
493;Xico Sá apagou o tuite após postagem de Bolsonaro... Galvão?;Positivo
494;é 13 ! é Lula Presidente ! é o Brasil feliz de novo !;Positivo
495;No final das contas, dois candidatos derrotam Loola no segundo turno: Bolsonaro ou Ciro Gomes. Não sei vcs, mas eu #PrefiroCiro !!;Negativo
496;"Toda vez que eu, como evangélica, digo que Bolsonaro não representa Cristo ouço: ""Então Lula representa""?  NÃO! Lula e Bolsonaro representam projetos de sociedade. No dia que você cristão entender isso vai parar de seguir a opinião do seu pastor e votar com sua consciência social";Negativo
497;Será que o STF vai proibir o estudo de Harvard comprovando a eficácia do kit Bolsonaro??;Positivo
498;O governo Lula 'era corrupto', mas criou a Lei de Transparência. Já o governo Bolsonaro 'é honesto', mas coloca sigilo de 100 anos. Quem não deve não teme, nem esconde seus atos.;Negativo
499;Quem ajudou soltar Lula deveria ser proibido exercer um cargo no TSE.;Negativo
500;Muita gente perdendo o medo de declarar voto no Bolsonaro;Positivo
501;A Globo impediu as agências de Faxt-Checking de desmentir o Lula sobre Bolsonaro acabar com o auxílio Brasil?;Positivo
502;Foi a Globo que mandou o Lula mentir junto com o Janones? A Globo mandou radicalizar que ela vai segurar as agências de factchecking para não desmentir o Lula?;Positivo
503;ADOROOOOOO O AUGUSTO NUNES!!!  Se a Juliana, a nova mulher de Guilherme de Pádua cometeu um crime casando com ele, a JANJA também cometeu casando com o LULA!!! _Augusto Nunes_ Perfeito!!!;Positivo
504;Onde estão as agências de Fact-Check para desmentir a Mônica Bergamo, Felipe Neto, DCM, e demais aliados do Lula?;Positivo
505;Lula vai mandar perseguir o Leo Dias por desmentir a Fake News sobre o almoço entre Bolsonaro e Guilherme de Pádua?;Positivo
506;AINDA DÁ TEMPO DE DECRETAR 100 ANOS DE SIGILO NO ALMOÇO DO BOLSONARO COM O GUILHERME DE PÁDUA???;Positivo
